seed,macro_pr_auc,worst_dataset_pr_auc,precision,recall,f1,fpr,pr_auc,roc_auc
42,0.6859040763932761,0.6575530019602911,0.5484805917601664,0.875262470915385,0.6743695412162088,0.7147119254693349,0.6759047690927608,0.6764229365276035
43,0.7159749839205655,0.6473381052135484,0.5464315283987415,0.9363543499233868,0.6901246444704702,0.7709476765459202,0.7360967968091598,0.7233848174877773
44,0.6496285985951381,0.4547042815844136,0.556425535007085,0.8691050451166222,0.6784733297891192,0.6872414084269188,0.7283093898865679,0.7138657486588005
