seed,macro_pr_auc,worst_dataset_pr_auc,precision,recall,f1,fpr,pr_auc,roc_auc
42,0.6927978384327412,0.47293260990019026,0.5692900548391878,0.8956511600792818,0.6961170767069911,0.6531804899977524,0.7775718365666853,0.7532717644896667
