threshold,precision,recall,f1,fpr,pr_auc,roc_auc,tn,fp,fn,tp
0.096,0.49219556983817286,1.0,0.6596931123331924,0.99449314452686,0.7775718365666853,0.7532717644896667,49,8849,0,8577
0.097,0.4922520661157025,1.0,0.6597438560055383,0.9942683749157114,0.7775718365666853,0.7532717644896667,51,8847,0,8577
0.098,0.49250645994832043,1.0,0.659972299168975,0.9932569116655429,0.7775718365666853,0.7532717644896667,60,8838,0,8577
0.099,0.4926762019645011,1.0,0.6601246825213577,0.9925826028320971,0.7775718365666853,0.7532717644896667,66,8832,0,8577
0.1,0.49304437801793516,1.0,0.6604550879759751,0.9911216003596314,0.7775718365666853,0.7532717644896667,79,8819,0,8577
0.101,0.4932712215320911,1.0,0.6606585788561524,0.9902225219150371,0.7775718365666853,0.7532717644896667,87,8811,0,8577
0.10200000000000001,0.4933847215830649,1.0,0.6607603713262201,0.9897729826927399,0.7775718365666853,0.7532717644896667,91,8807,0,8577
0.10300000000000001,0.4934982738780207,1.0,0.6608621951689332,0.9893234434704428,0.7775718365666853,0.7532717644896667,95,8803,0,8577
0.10400000000000001,0.4936402877697842,1.0,0.6609895191122073,0.9887615194425714,0.7775718365666853,0.7532717644896667,100,8798,0,8577
0.105,0.4937255353442321,1.0,0.6610659370303287,0.9884243650258485,0.7775718365666853,0.7532717644896667,103,8795,0,8577
0.106,0.4938392445877476,1.0,0.6611678550780498,0.9879748258035513,0.7775718365666853,0.7532717644896667,107,8791,0,8577
0.107,0.4939245608983588,1.0,0.6612443142394573,0.9876376713868285,0.7775718365666853,0.7532717644896667,110,8788,0,8577
0.108,0.494123746975458,1.0,0.6614227877385772,0.9868509777478085,0.7775718365666853,0.7532717644896667,117,8781,0,8577
0.109,0.4941806867941922,1.0,0.6614737978637257,0.9866262081366599,0.7775718365666853,0.7532717644896667,119,8779,0,8577
0.11,0.49432309376981154,1.0,0.6616013576056773,0.9860642841087885,0.7775718365666853,0.7532717644896667,124,8774,0,8577
0.111,0.49446558284330683,1.0,0.6617289665547968,0.9855023600809171,0.7775718365666853,0.7532717644896667,129,8769,0,8577
0.112,0.4945511157239232,1.0,0.6618055555555555,0.9851652056641942,0.7775718365666853,0.7532717644896667,132,8766,0,8577
0.113,0.494636678200692,1.0,0.6618821622873018,0.9848280512474713,0.7775718365666853,0.7532717644896667,135,8763,0,8577
0.114,0.4948078920041537,1.0,0.6620354289683918,0.9841537424140256,0.7775718365666853,0.7532717644896667,141,8757,0,8577
0.115,0.49486498961458575,1.0,0.6620865336369601,0.983928972802877,0.7775718365666853,0.7532717644896667,143,8755,0,8577
0.116,0.49509351189101825,1.0,0.6622910312343153,0.9830298943582828,0.7775718365666853,0.7532717644896667,151,8747,0,8577
0.117,0.4953794617072889,1.0,0.6625468309451161,0.9819060463025399,0.7775718365666853,0.7532717644896667,161,8737,0,8577
0.11800000000000001,0.49540807485704386,1.0,0.6625724217844727,0.9817936614969656,0.7775718365666853,0.7532717644896667,162,8736,0,8577
0.11900000000000001,0.49546531107388364,1.0,0.662623609394314,0.9815688918858171,0.7775718365666853,0.7532717644896667,164,8734,0,8577
0.12,0.4956370991043051,1.0,0.6627772196893594,0.9808945830523713,0.7775718365666853,0.7532717644896667,170,8728,0,8577
0.121,0.49566574202496533,1.0,0.6628028283296628,0.980782198246797,0.7775718365666853,0.7532717644896667,171,8727,0,8577
0.122,0.49578034682080924,1.0,0.662905282683464,0.9803326590244998,0.7775718365666853,0.7532717644896667,175,8723,0,8577
0.123,0.49598103278783323,1.0,0.6630846540394278,0.9795459653854799,0.7775718365666853,0.7532717644896667,182,8716,0,8577
0.124,0.49598103278783323,1.0,0.6630846540394278,0.9795459653854799,0.7775718365666853,0.7532717644896667,182,8716,0,8577
0.125,0.496038401480539,1.0,0.6631359208288232,0.9793211957743313,0.7775718365666853,0.7532717644896667,184,8714,0,8577
0.126,0.4962101487010357,0.999883409117407,0.6632637277648878,0.9785345021353113,0.7775718365666853,0.7532717644896667,191,8707,1,8576
0.127,0.4963824738091104,0.999883409117407,0.6634176529743947,0.9778601933018656,0.7775718365666853,0.7532717644896667,197,8701,1,8576
0.128,0.4964970181228649,0.9997668182348141,0.6634942742185082,0.9772982692739941,0.7775718365666853,0.7532717644896667,202,8696,2,8575
0.129,0.4966407969419669,0.9997668182348141,0.6636226444298263,0.9767363452461227,0.7775718365666853,0.7532717644896667,207,8691,2,8575
0.13,0.49681344148319817,0.9997668182348141,0.6637767542671363,0.976062036412677,0.7775718365666853,0.7532717644896667,213,8685,2,8575
0.131,0.49692860454334725,0.9997668182348141,0.6638795339294701,0.9756124971903799,0.7775718365666853,0.7532717644896667,217,8681,2,8575
0.132,0.4972167459120956,0.9997668182348141,0.6641366223908919,0.974488649134637,0.7775718365666853,0.7532717644896667,227,8671,2,8575
